numero_controle_pncp;numero_item;sequencial_resultado;ni_fornecedor;nome_fornecedor;tipo_pessoa;porte_fornecedor;quantidade_homologada;valor_unitario_homologado;valor_total_homologado;situacao_resultado_id;situacao_resultado_nome;data_resultado;data_cancelamento_raw;cancelado_efetivo;motivo_avaliacao_cancelamento;motivo_cancelamento_raw;reserva_remanescente_codigo;reserva_remanescente_nome;ordem_classificacao_srp;raw_json;captured_at
12456167000140-1-000006/2025;5397817;1;37914628000102;GRAFICA DIGITAL PRINT LTDA;PJ;EPP;300.0;17.99;5397.0;1;Informado;2025-05-16;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 5397817, ""dataInclusao"": ""2025-05-16T11:49:30"", ""niFornecedor"": ""37914628000102"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2025-05-16T11:49:30"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""GRAFICA DIGITAL PRINT LTDA"", ""valorTotalHomologado"": 5397.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 2, ""quantidadeHomologada"": 300.0, ""valorUnitarioHomologado"": 17.99, ""percentualDesconto"": 99.8875, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2025-05-16"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""12456167000140-1-000006/2025"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""EPP"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": null, ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": null}";2026-09-12T20:10:58.262644
12456167000140-1-000006/2025;5397818;1;37914628000102;GRAFICA DIGITAL PRINT LTDA;PJ;EPP;300.0;17.99;5397.0;1;Informado;2025-05-16;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 5397818, ""dataInclusao"": ""2025-05-16T11:49:41"", ""niFornecedor"": ""37914628000102"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2025-05-16T11:49:41"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""GRAFICA DIGITAL PRINT LTDA"", ""valorTotalHomologado"": 5397.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 2, ""quantidadeHomologada"": 300.0, ""valorUnitarioHomologado"": 17.99, ""percentualDesconto"": 99.8875, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2025-05-16"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""12456167000140-1-000006/2025"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""EPP"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": null, ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": null}";2026-09-12T20:11:01.061401
12456167000140-1-000006/2025;5397819;1;37914628000102;GRAFICA DIGITAL PRINT LTDA;PJ;EPP;300.0;17.99;5397.0;1;Informado;2025-05-16;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 5397819, ""dataInclusao"": ""2025-05-16T11:49:51"", ""niFornecedor"": ""37914628000102"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2025-05-16T11:49:51"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""GRAFICA DIGITAL PRINT LTDA"", ""valorTotalHomologado"": 5397.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 2, ""quantidadeHomologada"": 300.0, ""valorUnitarioHomologado"": 17.99, ""percentualDesconto"": 99.8875, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2025-05-16"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""12456167000140-1-000006/2025"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""EPP"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": null, ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": null}";2026-09-12T20:11:03.252509
00394452000103-1-010162/2025;2;1;22382705000153;RMM SPORTS COMERCIO DE PRODUTOS ESPORTIVOS LTDA;PJ;ME;40.0;12.0;480.0;1;Informado;2025-06-06;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 2, ""dataInclusao"": ""2025-06-06T09:33:08"", ""niFornecedor"": ""22382705000153"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2025-06-06T09:33:08"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""RMM SPORTS COMERCIO DE PRODUTOS ESPORTIVOS LTDA"", ""valorTotalHomologado"": 480.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 40.0, ""valorUnitarioHomologado"": 12.0, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": {""id"": 163, ""nome"": ""Lei 14.133/2021, art. 60, IV"", ""descricao"": ""Critério de desempate: Desenvolvimento pelo licitante de programa de integridade, conforme orientações dos órgãos de controle."", ""statusAtivo"": true}, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2025-06-06"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""00394452000103-1-010162/2025"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Sociedade Empresária Limitada"", ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": true, ""naturezaJuridicaId"": ""2062""}";2026-09-12T20:11:09.281498
00394452000103-1-010162/2025;3;1;31461288000125;MAGAZINE TUFICK LTDA;PJ;ME;50.0;89.9;4495.0;1;Informado;2025-06-06;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""niFornecedor"": ""31461288000125"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2025-06-06T09:33:08"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""MAGAZINE TUFICK LTDA"", ""dataInclusao"": ""2025-06-06T09:33:08"", ""numeroItem"": 3, ""valorTotalHomologado"": 4495.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 50.0, ""valorUnitarioHomologado"": 89.9, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2025-06-06"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""00394452000103-1-010162/2025"", ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Sociedade Empresária Limitada"", ""localidadeFornecedor"": null, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": ""2062""}";2026-09-12T20:11:10.173024
00394452000103-1-010162/2025;5;1;47363565000105;L. DE NARDIN LTDA;PJ;ME;100.0;3.4;340.0;1;Informado;2025-06-06;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""naturezaJuridicaId"": ""2062"", ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""indicadorSubcontratacao"": false, ""dataInclusao"": ""2025-06-06T09:33:08"", ""numeroItem"": 5, ""niFornecedor"": ""47363565000105"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2025-06-06T09:33:08"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""L. DE NARDIN LTDA"", ""valorTotalHomologado"": 340.0, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 100.0, ""valorUnitarioHomologado"": 3.4, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2025-06-06"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""00394452000103-1-010162/2025"", ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Sociedade Empresária Limitada"", ""localidadeFornecedor"": null}";2026-09-12T20:11:11.052632
00394452000103-1-010162/2025;6;1;54496178000102;ANSAH COMERCIO LTDA;PJ;ME;50.0;60.0;3000.0;1;Informado;2025-06-06;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""naturezaJuridicaId"": ""2062"", ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""indicadorSubcontratacao"": false, ""dataInclusao"": ""2025-06-06T09:33:08"", ""numeroItem"": 6, ""niFornecedor"": ""54496178000102"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2025-06-06T09:33:08"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""ANSAH COMERCIO LTDA"", ""valorTotalHomologado"": 3000.0, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 50.0, ""valorUnitarioHomologado"": 60.0, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2025-06-06"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""00394452000103-1-010162/2025"", ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Sociedade Empresária Limitada"", ""localidadeFornecedor"": null}";2026-09-12T20:11:11.931033
00394452000103-1-010162/2025;7;1;54496178000102;ANSAH COMERCIO LTDA;PJ;ME;50.0;60.0;3000.0;1;Informado;2025-06-06;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""niFornecedor"": ""54496178000102"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2025-06-06T09:33:08"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""ANSAH COMERCIO LTDA"", ""dataInclusao"": ""2025-06-06T09:33:08"", ""numeroItem"": 7, ""valorTotalHomologado"": 3000.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 50.0, ""valorUnitarioHomologado"": 60.0, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2025-06-06"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""00394452000103-1-010162/2025"", ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Sociedade Empresária Limitada"", ""localidadeFornecedor"": null, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": ""2062""}";2026-09-12T20:11:12.822563
00394452000103-1-010162/2025;8;1;54496178000102;ANSAH COMERCIO LTDA;PJ;ME;50.0;64.8;3240.0;1;Informado;2025-06-06;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 8, ""dataInclusao"": ""2025-06-06T09:33:08"", ""niFornecedor"": ""54496178000102"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2025-06-06T09:33:08"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""ANSAH COMERCIO LTDA"", ""valorTotalHomologado"": 3240.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 50.0, ""valorUnitarioHomologado"": 64.8, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2025-06-06"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""00394452000103-1-010162/2025"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Sociedade Empresária Limitada"", ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": ""2062""}";2026-09-12T20:11:15.572324
00394452000103-1-010162/2025;9;1;54107641000179;54.107.641 FRANCO DE LIMA MORINA VAZ;PJ;ME;50.0;54.5;2725.0;1;Informado;2025-06-06;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""naturezaJuridicaId"": ""2135"", ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""indicadorSubcontratacao"": false, ""dataInclusao"": ""2025-06-06T09:33:08"", ""numeroItem"": 9, ""niFornecedor"": ""54107641000179"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2025-06-06T09:33:08"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""54.107.641 FRANCO DE LIMA MORINA VAZ"", ""valorTotalHomologado"": 2725.0, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 50.0, ""valorUnitarioHomologado"": 54.5, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2025-06-06"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""00394452000103-1-010162/2025"", ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Empresário (Individual)"", ""localidadeFornecedor"": null}";2026-09-12T20:11:16.452545
23066905000160-1-000018/2025;2;1;51911234000121;J. C. OLIVEIRA DA COSTA LTDA;PJ;Demais;12.0;780.881;9370.572;1;Informado;2025-06-25;0001-01-01T00:00:00;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 2, ""dataInclusao"": ""2025-06-25T09:50:25"", ""niFornecedor"": ""51911234000121"", ""dataCancelamento"": ""0001-01-01T00:00:00"", ""dataAtualizacao"": ""2025-06-25T09:50:38"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""J. C. OLIVEIRA DA COSTA LTDA"", ""valorTotalHomologado"": 9370.572, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 3, ""quantidadeHomologada"": 12.0, ""valorUnitarioHomologado"": 780.881, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2025-06-25"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""23066905000160-1-000018/2025"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""Demais"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Natureza Jurídica não informada"", ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": ""0000""}";2026-09-12T20:11:19.272452
23066905000160-1-000018/2025;3;1;51911234000121;J. C. OLIVEIRA DA COSTA LTDA;PJ;Demais;28.0;1669.745;46752.86;1;Informado;2025-06-25;0001-01-01T00:00:00;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 3, ""dataInclusao"": ""2025-06-25T09:50:34"", ""niFornecedor"": ""51911234000121"", ""dataCancelamento"": ""0001-01-01T00:00:00"", ""dataAtualizacao"": ""2025-06-25T09:50:47"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""J. C. OLIVEIRA DA COSTA LTDA"", ""valorTotalHomologado"": 46752.86, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 3, ""quantidadeHomologada"": 28.0, ""valorUnitarioHomologado"": 1669.745, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2025-06-25"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""23066905000160-1-000018/2025"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""Demais"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Natureza Jurídica não informada"", ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": ""0000""}";2026-09-12T20:11:21.449992
34870246000136-1-000019/2025;8;1;23081193000158;O M BARROS;PJ;ME;25.0;18.0;450.0;1;Informado;2025-07-08;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 8, ""dataInclusao"": ""2025-07-08T12:14:43"", ""niFornecedor"": ""23081193000158"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2025-07-08T12:14:43"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""O M BARROS"", ""valorTotalHomologado"": 450.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 25.0, ""valorUnitarioHomologado"": 18.0, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2025-07-08"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""34870246000136-1-000019/2025"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Empresário (Individual)"", ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": ""2135""}";2026-09-12T20:11:23.473436
34870246000136-1-000019/2025;9;1;23081193000158;O M BARROS;PJ;ME;15.0;16.0;240.0;1;Informado;2025-07-08;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""niFornecedor"": ""23081193000158"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2025-07-08T12:14:56"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""O M BARROS"", ""dataInclusao"": ""2025-07-08T12:14:56"", ""numeroItem"": 9, ""valorTotalHomologado"": 240.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 15.0, ""valorUnitarioHomologado"": 16.0, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2025-07-08"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""34870246000136-1-000019/2025"", ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Empresário (Individual)"", ""localidadeFornecedor"": null, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": ""2135""}";2026-09-12T20:11:24.361096
23066632000153-1-000005/2025;5884577;1;10990394000126;TALENTO DIGITAL LTDA;PJ;EPP;5000.0;1.5;7500.0;1;Informado;2025-07-31;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 5884577, ""dataInclusao"": ""2025-07-31T09:08:25"", ""niFornecedor"": ""10990394000126"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2025-07-31T09:08:25"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""TALENTO DIGITAL LTDA"", ""valorTotalHomologado"": 7500.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 2, ""quantidadeHomologada"": 5000.0, ""valorUnitarioHomologado"": 1.5, ""percentualDesconto"": 99.9906, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2025-07-31"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""23066632000153-1-000005/2025"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""EPP"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": null, ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": null}";2026-09-12T20:11:26.762067
